Timestamp,Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Strain (με),Temp (°C),Condition Label
2025-04-19 00:00:00,0.1490142459033697,0.4198066309758006,9.742482172502562,61.84384884245218,23.7047595925526,0
2025-04-19 00:00:01,-0.0414792903513554,0.2773901048738306,9.795548132928449,82.79229978440996,24.953194766591373,0
2025-04-19 00:00:02,0.1943065614302077,0.0178891109760522,9.730758007900004,91.72788933156713,25.02702530806667,0
2025-04-19 00:00:03,0.4569089569224075,-0.1940810333116721,9.779203847036095,137.7537531468038,25.70894551876511,0
2025-04-19 00:00:04,-0.0702460124170007,0.2094669940840769,9.62063853330462,111.13106249067516,22.94971245507876,0
2025-04-19 00:00:05,-0.0702410870847541,0.1180456156265248,9.831329370737294,73.29036861800218,25.888850910770994,0
2025-04-19 00:00:06,0.4737638446522174,0.2685579660083196,9.810120547536222,109.72072578835274,20.94341255259584,0
2025-04-19 00:00:07,0.4759628468545492,0.1905515405045908,9.728291136893182,99.05392022123269,24.055173171454285,1
2025-04-19 00:00:08,-0.1408423157804856,0.3148658145958005,9.87592456684324,121.65382107774148,24.26758923632268,0
2025-04-19 00:00:09,0.1627680130757894,-0.1605705634681704,9.903757013762656,90.57750696364243,25.949990239106857,0
2025-04-19 00:00:10,-0.1390253078437386,0.3952182196902977,9.649244013563104,98.12727622521658,25.033946279015304,0
2025-04-19 00:00:11,0.7799253688382723,0.0592798814077198,9.73372752214338,186.51593295084385,23.82261425188483,2
2025-04-19 00:00:12,0.0725886814698102,0.6225782617875796,9.73308576502127,74.256728628315,23.52251031127448,0
2025-04-19 00:00:13,-0.3148704616049461,-0.2067563454268703,9.716009689889114,102.05763629774016,25.29802001432111,1
2025-04-19 00:00:14,-0.5174753497539099,0.5207891409495747,9.892947484193176,88.3280134730799,24.881398987203166,0
2025-04-19 00:00:15,-0.1686862587722918,0.0593732350387943,9.79061738612272,120.76757702038634,24.13131383554638,0
2025-04-19 00:00:16,-0.3038493361003271,-0.1954254010843345,9.78354851586894,69.61307849046315,24.278749315732032,0
2025-04-19 00:00:17,0.0942741997785821,-0.1451657502162964,9.609613763559326,43.35688803778862,26.04425199573893,0
2025-04-19 00:00:18,0.2061984833719407,-0.096104192458296,9.873541803020924,150.97682283182002,26.194583938074327,2
2025-04-19 00:00:19,-0.2731354437936386,0.1272497839205749,9.686074160514654,171.0348159982184,25.91517365629107,2
