timestamp,zone_id,node_id,tilt_x_deg,tilt_y_deg,displacement_mm,strain_ue,vibration_amp,risk_level,tilt_composite_deg,tilt_composite_deg_mean_5s,tilt_composite_deg_std_5s,tilt_composite_deg_roc_5s,displacement_mm_mean_5s,displacement_mm_std_5s,displacement_mm_roc_5s,strain_ue_mean_5s,strain_ue_std_5s,strain_ue_roc_5s,vibration_amp_mean_5s,vibration_amp_std_5s,vibration_amp_roc_5s
2026-03-01 08:00:00,Zone A,NODE_A1,0.0274,-0.0148,0.667,125.4083,0.0025,Normal,0.03114161203277698,0.03114161203277698,0.0,0.0,0.667,0.0,0.0,125.4083,0.0,0.0,0.0025,0.0,0.0
2026-03-01 08:00:00,Zone A,NODE_B1,0.0298,0.0454,0.683,102.1223,0.0036,Normal,0.05430653735969548,0.03925677232557672,0.011476569746909008,0.0,0.5722,0.13406744571296947,0.0,118.72895,9.446027357836732,0.0,0.00345,0.0013435028842544406,0.0
2026-03-01 08:00:00,Zone B,NODE_C1,1.3605,0.7173,6.6951,273.138,0.199,Warning,1.5380115539227917,0.04027417571632117,0.008304285373006426,0.0,0.5376333333333333,0.1121231614490661,0.0,110.6955,15.434463810900585,0.0,0.0032333333333333333,0.0010214368964029709,0.0
2026-03-01 08:00:01,Zone A,NODE_A1,0.0173,-0.0441,0.4774,112.0496,0.0044,Normal,0.04737193261837646,0.03718506586171999,0.009173031259043857,0.016230320585599478,0.49570000000000003,0.12415589662463349,-0.18960000000000005,104.586125,17.553146925337913,-13.358699999999999,0.0036750000000000003,0.0012148388096094617,0.0019000000000000002
2026-03-01 08:00:01,Zone A,NODE_B1,0.0175,0.0504,0.6891,112.8964,0.003,Normal,0.05335175723441544,0.03410823617175377,0.010509176064984112,-0.0009547801252800386,0.46387999999999996,0.12893245130687622,0.006099999999999994,101.2356,16.947413198332065,10.774100000000004,0.006900000000000001,0.00728766080440082,-0.0005999999999999998
2026-03-01 08:00:01,Zone B,NODE_C1,1.1978,0.9658,8.2577,268.3509,0.3508,Warning,1.5386664615828864,0.031158999003492734,0.01325918460447035,0.0006549076600947945,0.42666000000000004,0.06819019724271227,1.5625999999999998,95.77752000000001,10.311482653188133,-4.787099999999953,0.01308,0.013269966088879051,0.1518
2026-03-01 08:00:02,Zone A,NODE_A1,0.0219,-0.0362,0.4685,94.6286,0.0028,Normal,0.04230898249781009,0.022309752464140954,0.014445455383474276,-0.005062950120566373,0.43301999999999996,0.07522577350881812,-0.008899999999999963,94.85194,8.541509624943343,-17.420999999999992,0.01728,0.013158723342330744,-0.0016000000000000003
2026-03-01 08:00:02,Zone A,NODE_B1,0.0187,0.0488,0.7367,122.8402,0.0021,Normal,0.0522602143126107,0.018024557453828298,0.00928623501436688,-0.0010915429218047376,0.4464,0.08798207203743272,0.047599999999999976,97.51712,10.343365292882183,9.943799999999996,0.018459999999999997,0.011721689298049152,-0.0009000000000000002
2026-03-01 08:00:02,Zone B,NODE_C1,1.2827,1.0255,8.2799,275.2885,0.3339,Warning,1.6422452740075095,0.02159579036637367,0.01543793373688826,0.10357881242462308,0.5050399999999999,0.11712895884451462,0.022199999999999775,100.38078,8.208667346896187,6.937599999999975,0.020139999999999998,0.009745665703275484,-0.016900000000000026
2026-03-01 08:00:03,Zone A,NODE_A1,0.0246,-0.0132,0.3699,86.258,0.005,Normal,0.02791773629791642,0.028114798030400116,0.021311033870679813,-0.014391246199893667,0.5556800000000001,0.07222698249269449,-0.09860000000000002,99.35463999999999,10.238906233480202,-8.37060000000001,0.02198,0.010504380038821901,0.0022
2026-03-01 08:00:03,Zone A,NODE_B1,0.029,0.0335,0.711,122.1388,0.0078,Normal,0.04430857704779065,0.03498225900251647,0.022108017637297778,-0.007951637264820052,0.55476,0.07343679595407192,-0.025700000000000056,96.30508,12.679237513036808,-0.7013999999999925,0.0207,0.009054832963671943,0.0057
2026-03-01 08:00:03,Zone B,NODE_C1,1.4295,0.9832,8.7759,293.7099,0.294,Warning,1.7349791036205595,0.0410933197277918,0.013740318125387287,0.09273382961304999,0.5690799999999999,0.06918978970917597,0.49600000000000044,97.3211,13.934178043393871,18.421400000000006,0.0186,0.008908703609392336,-0.03989999999999999
2026-03-01 08:00:04,Zone A,NODE_A1,0.0202,-0.0082,0.3366,87.8335,0.0198,Normal,0.021800917411888887,0.040294409757908885,0.015243135432947245,-0.006116818886027532,0.5711999999999999,0.06805288384778409,-0.033299999999999996,99.92034,17.23480365925298,1.5755000000000052,0.018539999999999997,0.00899266367657548,0.0148
2026-03-01 08:00:04,Zone A,NODE_B1,0.0129,0.0139,0.5302,109.6101,0.0136,Normal,0.018963649437806002,0.03542177857898446,0.01686170225323492,-0.025344927609984646,0.50434,0.1078026344761574,-0.18079999999999996,98.7494,17.37739149253995,-12.5287,0.01806,0.009390846607202146,0.0058
2026-03-01 08:00:04,Zone B,NODE_C1,1.451,0.9667,9.4668,303.4654,0.2883,Warning,1.743533736410053,0.032890161930600605,0.014009784446007317,0.008554632789493422,0.44814,0.1241228343214898,0.6908999999999992,98.43607999999999,17.749193896540763,9.755499999999984,0.0157,0.007175653280364099,-0.005699999999999983
2026-03-01 08:00:05,Zone A,NODE_A1,0.0159,-0.004,0.4809,98.1179,0.0334,Normal,0.016395426191471815,0.029305475212742287,0.010031146654006425,-0.005405491220417072,0.43822,0.12328885594407958,0.14429999999999998,99.9034,16.392020603177624,10.284400000000005,0.012760000000000002,0.0034136490739383376,0.013599999999999998
2026-03-01 08:00:05,Zone A,NODE_B1,-0.0146,0.0068,0.4297,99.0938,0.0098,Normal,0.016105899540230593,0.02503666178527002,0.012043336676872388,-0.0028577498975754095,0.4271,0.1088792450377941,-0.10049999999999998,96.0078,14.895671138119283,-10.516300000000001,0.01026,0.00543396724318431,-0.0037999999999999996
2026-03-01 08:00:05,Zone B,NODE_C1,1.4457,1.0194,9.4138,296.0261,0.2564,Warning,1.7689615173880975,0.024286288290049113,0.012772734686267431,0.025427780978044545,0.4443,0.13581822410854888,-0.05299999999999905,90.321,5.3820331246657975,-7.439300000000003,0.009260000000000001,0.006259233179871164,-0.031899999999999984
2026-03-01 08:00:06,Zone A,NODE_A1,0.0031,0.0004,0.5092,107.4217,0.0254,Normal,0.0031256999216175566,0.02749602824423325,0.013841262171146427,-0.01326972626985426,0.5066200000000001,0.1409631228371449,0.028299999999999992,90.52432000000002,5.604444722450201,9.303799999999995,0.00848,0.006231131518432274,-0.008
2026-03-01 08:00:06,Zone A,NODE_B1,-0.0022,0.0072,0.6211,102.3092,0.0053,Normal,0.007528612089887484,0.023862220817250653,0.011323560486258811,-0.00857728745034311,0.5596,0.08777098039785138,0.19139999999999996,92.05242000000001,2.6870584785225478,3.2154000000000025,0.00574,0.004078357512528799,-0.0045
